LicenceRSN,LicenceNumber,LicenceRevisionNumber,BusinessName,BusinessTradeName,Status,IssuedDate,ExpiredDate,BusinessType,BusinessSubType,Unit,UnitType,House,Street,City,Province,Country,PostalCode,LocalArea,NumberOfEmployees,Latitude,Longitude,FeePaid,ExtractDate
2591633,16-132811,0,Christopher Michael McHardy (Christopher McHardy),McCarthy Tetrault LLP ,Issued,15-12-22 9:54,16-12-31 0:00,Office,Barrister & Solicitor,1300,Unit,777,DUNSMUIR ST,Vancouver,BC,CAN,V7Y 1K2,02-Central Business/Downtown,1,49.28432531,-123.1163832,136,16-06-12
2592465,16-133643,0,Linda Brown Law Corporation ,McCarthy Tetrault LLP ,Issued,15-12-22 9:54,16-12-31 0:00,Office,Barrister & Solicitor,1300,Unit,777,DUNSMUIR ST,Vancouver,BC,CAN,V7Y 1K2,02-Central Business/Downtown,0,49.28432531,-123.1163832,136,16-06-12
2594571,16-135746,0,(Michael Feder),McCarthy Tetrault LLP ,Issued,15-12-22 9:54,16-12-31 0:00,Office,Barrister & Solicitor,1300,Unit,777,DUNSMUIR ST,Vancouver,BC,CAN,V7Y 1K2,02-Central Business/Downtown,0,49.28432531,-123.1163832,136,16-06-12
2594572,16-135747,0,Miranda Lam Law Corporation ,McCarthy Tetrault LLP ,Issued,15-12-22 9:54,16-12-31 0:00,Office,Barrister & Solicitor,1300,Unit,777,DUNSMUIR ST,Vancouver,BC,CAN,V7Y 1K2,02-Central Business/Downtown,0,49.28432531,-123.1163832,136,16-06-12
2590929,16-132108,0,The Canadian Depository For Securities Ltd ,C D S ,Pending,,,Office,Administration,800,Unit,609,GRANVILLE ST,Vancouver,BC,CAN,V7Y 1J8,02-Central Business/Downtown,8,49.28340053,-123.1177513,,16-06-12
2597365,16-138538,0,English Bay Property Management Ltd ,English Bay Properties ,Issued,16-01-25 12:46,16-12-31 0:00,Plumber,,1700,Unit,777,DUNSMUIR ST,Vancouver,BC,CAN,V7Y 1J5,02-Central Business/Downtown,1,49.28432531,-123.1163832,176,16-06-12
2570502,16-111689,0,Stitch International Alteration Centre Inc ,,Issued,15-12-22 15:39,16-12-31 0:00,Seamstress/Tailor,,D033A,Unit,609,GRANVILLE ST,Vancouver,BC,CAN,V7Y 1G5 ,02-Central Business/Downtown,0,49.28340053,-123.1177513,136,16-06-12
2563970,16-105162,0,Davidson IT Services Inc ,,Issued,16-02-09 12:51,16-12-31 0:00,Computer Services,Other,1010,Unit,609,GRANVILLE ST,Vancouver,BC,CAN,V7Y 1G5,02-Central Business/Downtown,2,49.28340053,-123.1177513,176,16-06-12
2600959,16-142128,0,Express Fashion Apparel Canada Inc ,,Issued,15-12-18 13:50,16-12-31 0:00,Retail Dealer,Clothing/Shoes,D029,Unit,701,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1G5,02-Central Business/Downtown,30,49.28340053,-123.1177513,136,16-06-12
2601088,16-142256,0,VF Contemporary Brands Canada Corp ,Splendid ,Issued,16-02-24 9:44,16-12-31 0:00,Retail Dealer,Clothing/Shoes,D058,Unit,701,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1G5,02-Central Business/Downtown,10,49.28340053,-123.1177513,176,16-06-12
2601649,16-142816,0,Ted Baker Canada Inc ,Ted Baker ,Pending,,,Retail Dealer,Clothing/Shoes,R126,Unit,725,GRANVILLE ST,Vancouver,BC,CAN,V7Y 1G5,02-Central Business/Downtown,8,49.28224344,-123.1195008,,16-06-12
2601673,16-142840,0,Vestis Fashion Group Inc ,Pomellato ,Issued,15-12-09 11:56,16-12-31 0:00,Retail Dealer,Other,G46A,Unit,701,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1G5,02-Central Business/Downtown,9,49.28340053,-123.1177513,136,16-06-12
2601674,16-142841,0,Vestis Fashion Group Inc ,MaxMara ,Issued,15-12-09 11:56,16-12-31 0:00,Retail Dealer,Clothing/Shoes,G51A,Unit,701,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1G5,02-Central Business/Downtown,7,49.28340053,-123.1177513,136,16-06-12
2601821,16-142986,0,Disney Store Canada Inc ,Disney Store Canada #788 ,Issued,16-02-22 11:16,16-12-31 0:00,Retail Dealer,Gifts/Novelties,R130,Unit,725,GRANVILLE ST,Vancouver,BC,CAN,V7Y 1G5,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2692651,16-217040,0,90401 Canada Inc ,B2 ,Pending,,,Retail Dealer,Clothing/Shoes,R112,Unit,725,GRANVILLE ST,Vancouver,BC,CAN,V7Y 1G5,02-Central Business/Downtown,8,49.28224344,-123.1195008,53,16-06-12
2693119,16-217503,0,Rudsak Inc ,,Issued,16-04-15 13:15,16-12-31 0:00,Retail Dealer,Clothing/Shoes,G029,Unit,701,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1G5,02-Central Business/Downtown,11,49.28340053,-123.1177513,189,16-06-12
2584546,16-125728,0,Avscom Technologies Ltd ,Jugo Juice ,Gone Out of Business,,,Ltd Service Food Establishment,,H037A,Unit,777,DUNSMUIR ST,Vancouver,BC,CAN,V7Y 1E7,02-Central Business/Downtown,3,49.28432531,-123.1163832,,16-06-12
2593986,16-135162,0,Novacopper Inc ,,Issued,15-11-23 14:06,16-12-31 0:00,Office,Mining Exploration,1950,Suite,777,DUNSMUIR ST,Vancouver,BC,CAN,V7Y 1E7,02-Central Business/Downtown,15,49.28432531,-123.1163832,136,16-06-12
2598938,16-140109,0,Holt Renfrew & Company Ltd ,,Issued,16-02-10 9:44,16-12-31 0:00,Retail Dealer,Department Store,,,737,DUNSMUIR ST,Vancouver,BC,CAN,V7Y 1E4,02-Central Business/Downtown,35,49.28432531,-123.1163832,136,16-06-12
2600441,16-141611,0,Louis Vuitton Canada Inc ,,Issued,16-02-05 14:17,16-12-31 0:00,Retail Dealer,Other,,,737,DUNSMUIR ST,Vancouver,BC,CAN,V7Y 1E4,02-Central Business/Downtown,20,49.28432531,-123.1163832,176,16-06-12
2600703,16-141872,0,Chanel Boutique Inc ,Chanel Boutique ,Issued,15-12-11 10:36,16-12-31 0:00,Retail Dealer,Clothing/Shoes,3,Floor,737,DUNSMUIR ST,Vancouver,BC,CAN,V7Y 1E4,02-Central Business/Downtown,21,49.28432531,-123.1163832,136,16-06-12
2577175,16-118360,0,(Nicole Poirier),Ernst & Young ,Issued,16-01-04 11:57,16-12-31 0:00,Financial Services,Accountant/Auditor,2300,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1C7,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2577453,16-118638,0,Cynthia L Orr (Cynthia Orr),Ernst & Young ,Issued,16-01-04 11:54,16-12-31 0:00,Financial Services,Accountant/Auditor,2300,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1C7,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2577531,16-118716,0,Matthew Richard Sambrook (Matthew Sambrook),Ernst & Young ,Issued,16-01-04 12:03,16-12-31 0:00,Financial Services,Accountant/Auditor,2300,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1C7,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2577606,16-118791,0,Malvinder Singh Grewal (Malvinder Grewal),Ernst & Young ,Issued,16-01-04 11:51,16-12-31 0:00,Financial Services,Accountant/Auditor,2300,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1C7,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2577804,16-118989,0,Richard Maurice Mockett (Richard Mockett),Ernst & Young ,Issued,16-01-04 11:19,16-12-31 0:00,Financial Services,Accountant/Auditor,2300,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1C7,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2577913,16-119098,0,(Bill Kessels),Ernst & Young ,Issued,16-01-04 11:53,16-12-31 0:00,Financial Services,Accountant/Auditor,2300,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1C7,02-Central Business/Downtown,400,49.28224344,-123.1195008,136,16-06-12
2577258,16-118443,0,Michael J David (Michael David),Lancaster & David ,Issued,15-12-22 14:10,16-12-31 0:00,Financial Services,Accountant/Auditor,510,Unit,701,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1C6 ,02-Central Business/Downtown,8,49.28340053,-123.1177513,136,16-06-12
2563910,16-105102,0,Sunnet Technologies Services Ltd ,,Pending,,,Computer Services,Network,1500,Unit,701,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1C6,02-Central Business/Downtown,3,49.28340053,-123.1177513,,16-06-12
2571703,16-112890,0,(George Zarcour),Canadawide Caregivers ,Pending,,,Employment Agency,,1500,Unit,701,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1C6,02-Central Business/Downtown,1,49.28340053,-123.1177513,,16-06-12
2591430,16-132608,0,TRL Law Corporation ,,Issued,15-12-03 14:30,16-12-31 0:00,Office,Barrister & Solicitor,1500,Unit,701,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1C6,02-Central Business/Downtown,1,49.28340053,-123.1177513,136,16-06-12
2593066,16-134244,0,Yeo Jin Kim (Yeo Kim),JK Immigration Consulting ,Issued,15-11-30 12:18,16-12-31 0:00,Office,Consultant,1500,Unit,701,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1C6,02-Central Business/Downtown,4,49.28340053,-123.1177513,136,16-06-12
2594986,16-136161,0,Jinrui Hardware Rigging Ltd ,,Pending,,,Office,Manufacturer's Agent,1500,Unit,701,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1C6,02-Central Business/Downtown,0,49.28340053,-123.1177513,,16-06-12
2599187,16-140358,0,Geox Canada Inc ,,Issued,16-02-09 10:28,16-12-31 0:00,Retail Dealer,Clothing/Shoes,D026,Unit,701,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1C6,02-Central Business/Downtown,10,49.28340053,-123.1177513,176,16-06-12
2599200,16-140371,0,Chaussures Browns Inc/Browns Shoes Inc ,Browns ,Issued,16-03-04 11:23,16-12-31 0:00,Retail Dealer,Other,G018,Unit,701,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1C6,02-Central Business/Downtown,0,49.28340053,-123.1177513,176,16-06-12
2601835,16-143000,0,Microsoft Canada Inc ,,Issued,16-03-29 14:22,16-12-31 0:00,Retail Dealer,Electronics,R128,Unit,725,GRANVILLE ST,Vancouver,BC,CAN,V7Y 1C6,02-Central Business/Downtown,0,49.28224344,-123.1195008,176,16-06-12
2605640,16-146801,0,Nedex International Inc ,Nedex International ,Issued,15-12-21 16:35,16-12-31 0:00,Referral Services,,1500,Unit,701,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1C6,02-Central Business/Downtown,2,49.28340053,-123.1177513,136,16-06-12
2608854,16-150012,0,Valerina Nasrud Jiwa (Valerina Jiwa),Safari Center ,Issued,15-11-10 5:12,16-12-31 0:00,Travel Agent,,1500,Unit,701,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1C6,02-Central Business/Downtown,1,49.28340053,-123.1177513,136,16-06-12
2609050,16-150208,0,Green Rock Business Solutions Inc ,,Issued,15-12-14 9:22,16-12-31 0:00,Wholesale  Dealer,,1500,Unit,701,W Georgia St,Vancouver,BC,CAN,V7Y 1C6,02-Central Business/Downtown,0,49.28340053,-123.1177513,136,16-06-12
2649700,16-174406,0,Pardeep Singh Bains & Jatinder Singh Dhamrat ,BDG Cloud Accountants LLP ,Issued,16-01-14 9:12,16-12-31 0:00,Financial Services,Accountant/Auditor,1500,Unit,701,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1C6,02-Central Business/Downtown,0,49.28340053,-123.1177513,189,16-06-12
2674115,16-105308,1,Academyone Learning Ltd ,,Pending,,,Computer Services,Software,1500,Unit,701,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1C6,02-Central Business/Downtown,0,49.28340053,-123.1177513,,16-06-12
2593268,16-134445,0,M Kennedy Law Corporation ,,Pending,,,Office,Barrister & Solicitor,1600,Unit,609,GRANVILLE ST,Vancouver,BC,CAN,V7Y 1C3,02-Central Business/Downtown,6,49.28340053,-123.1177513,,16-06-12
2588179,16-129358,0,Judi P Kennedy Professional Law Corporation ,,Issued,15-12-23 9:38,16-12-31 0:00,Office,Barrister & Solicitor,2700,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B8,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2589013,16-130192,0,Robert M McLennan Professional Law Corporation ,,Issued,15-12-23 9:48,16-12-31 0:00,Office,Barrister & Solicitor,2700,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B8,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2589479,16-130658,0,681983 BC Ltd ,,Issued,15-12-23 9:25,16-12-31 0:00,Office,Broker,2700,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B8,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2589648,16-130827,0,(Susan Sangha),,Issued,15-12-23 9:52,16-12-31 0:00,Office,Barrister & Solicitor,2700,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B8,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2590801,16-131980,0,Loren D Mallett Professional Law Corporation ,,Issued,15-12-23 9:47,16-12-31 0:00,Office,Barrister & Solicitor,2700,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B8,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2590802,16-131981,0,David T McKnight Professional Law Corporation ,,Issued,15-12-23 9:48,16-12-31 0:00,Office,Barrister & Solicitor,2700,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B8,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2590808,16-131987,0,Todd R Davies Professional Law Corporation ,,Issued,15-12-23 9:30,16-12-31 0:00,Office,Barrister & Solicitor,,,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B8,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2591204,16-132383,0,Lawrence N Robinson Professional Law Corporation ,,Issued,16-01-18 13:14,16-12-31 0:00,Office,Barrister & Solicitor,2700,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B8,02-Central Business/Downtown,0,49.28224344,-123.1195008,146,16-06-12
2592331,16-133509,0,Alan Ross Professional Law Corporation ,,Issued,15-12-23 9:50,16-12-31 0:00,Office,Barrister & Solicitor,2700,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B8,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2594598,16-135773,0,Hollis Anne Bromley (Hollis Bromley),Alexander Holburn Beaudin + Lang LLP ,Issued,15-12-23 9:27,16-12-31 0:00,Office,Barrister & Solicitor,2700,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B8,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2595478,16-136653,0,Gordon A Buck (Gordon Buck),Alexander Holburn Beaudin + Lang LLP ,Issued,15-12-23 9:27,16-12-31 0:00,Office,Barrister & Solicitor,2700,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B8,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2659273,16-183881,0,LIsa Nadine Mackie (Lisa Mackie),Alexander Holburn Beaudin + Lang LLP ,Issued,16-02-25 9:54,16-12-31 0:00,Office,Barrister & Solicitor,2700,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B8,02-Central Business/Downtown,195,49.28224344,-123.1195008,189,16-06-12
2659284,16-131437,1,Karen R Zimmer Professional Law Corporation ,,Pending,,,Office,Barrister & Solicitor,2700,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B8,02-Central Business/Downtown,0,49.28224344,-123.1195008,,16-06-12
2566567,16-107757,0,Intergulf Investment Corporation ,,Issued,15-12-04 14:39,16-12-31 0:00,Contractor,Building,880,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B6,02-Central Business/Downtown,24,49.28224344,-123.1195008,165,16-06-12
2591416,16-132595,0,IBC Advanced Alloys Corp ,,Issued,16-01-18 10:15,16-12-31 0:00,Office,Mining Exploration,818,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B6,02-Central Business/Downtown,6,49.28224344,-123.1195008,158,16-06-12
2590232,16-131411,0,Ronald G Murray Law Corporation ,Farris Vaughan Wills & Murphy LLP ,Issued,16-01-07 14:20,16-12-31 0:00,Office,Barrister & Solicitor,1900,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B3 ,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2577373,16-118558,0,(Saunder Sheinin),Sheinin & Co ,Issued,16-01-07 12:44,16-12-31 0:00,Financial Services,Accountant/Auditor,1900,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B3,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2590208,16-131387,0,James P Hatton Law Corporation ,Farris Vaughan Wills & Murphy LLP ,Issued,16-01-07 12:46,16-12-31 0:00,Office,Barrister & Solicitor,1900,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B3,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2590219,16-131398,0,Alison H Narod (Alison Narod),Farris Vaughan Wills & Murphy LLP ,Issued,16-01-07 12:57,16-12-31 0:00,Office,Barrister & Solicitor,1900,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B3,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2590225,16-131404,0,Karen Shirley-Paterson Law Corporation ,Farris Vaughan Wills & Murphy LLP ,Issued,16-01-07 14:15,16-12-31 0:00,Office,Barrister & Solicitor,1900,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B3,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2590230,16-131409,0,A Keith Mitchell (A Mitchell),Farris Vaughan Wills & Murphy LLP ,Issued,16-01-07 14:18,16-12-31 0:00,Office,Barrister & Solicitor,1900,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B3,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2590750,16-131929,0,Ludmila B Herbst (Ludmila Herbst),Farris Vaughan Wills & Murphy LLP ,Issued,16-01-07 14:22,16-12-31 0:00,Office,Barrister & Solicitor,2500,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B3,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2591207,16-132386,0,(Sally Dennis),"Farris, Vaughan, Wills & Murphy LLP ",Issued,16-01-07 14:23,16-12-31 0:00,Office,Barrister & Solicitor,2500,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B3,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2591764,16-132942,0,(David Gruber),"Farris, Vaughan, Wills & Murphy LLP ",Issued,16-01-07 14:25,16-12-31 0:00,Office,Barrister & Solicitor,2500,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B3,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2593045,16-134223,0,Peter Melvan Roth (Peter Roth),Peter Melvan Roth (Peter Roth),Issued,16-01-07 14:29,16-12-31 0:00,Office,Barrister & Solicitor,2500,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B3,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2593046,16-134224,0,Michael James Joseph Wagner (Michael Wagner),,Issued,16-01-07 14:29,16-12-31 0:00,Office,Barrister & Solicitor,2500,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1B3,02-Central Business/Downtown,0,49.28224344,-123.1195008,136,16-06-12
2576669,16-117854,0,The Toronto-Dominion Bank Tower Branch Pac Centre ,,Issued,15-12-22 9:13,16-12-31 0:00,Financial Institution,Bank,,,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1A2,02-Central Business/Downtown,52,49.28224344,-123.1195008,1391,16-06-12
2588312,16-129491,0,Dennis C Quinlan (Dennis Quinlan),QA Law ,Issued,16-01-06 12:05,16-12-31 0:00,Office,Barrister & Solicitor,1510,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1A1,02-Central Business/Downtown,23,49.28224344,-123.1195008,136,16-06-12
2594480,16-135656,0,Harjander Harvi Grewal (Harjander Grewal),QA Law ,Issued,16-01-29 13:40,16-12-31 0:00,Office,Barrister & Solicitor,1510,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1A1,02-Central Business/Downtown,33,49.28224344,-123.1195008,176,16-06-12
2594751,16-135926,0,John Derek James (John James),QA Law ,Issued,16-01-06 12:05,16-12-31 0:00,Office,Barrister & Solicitor,1510,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1A1,02-Central Business/Downtown,40,49.28224344,-123.1195008,136,16-06-12
2603062,16-144225,0,CAH Realty Inc ,,Issued,15-11-05 14:00,16-12-31 0:00,Real Estate Dealer,,700,Unit,700,W GEORGIA ST,Vancouver,BC,CAN,V7Y 1A1,02-Central Business/Downtown,1,49.28224344,-123.1195008,136,16-06-12
2604295,16-145457,0,Bentall Centre Athletic Club Ltd ,,Issued,16-01-22 12:10,16-12-31 0:00,Restaurant Class 1,No Liquor Service,409,Unit,1055,Dunsmuir,Vancouver,BC,CAN,V7X1L3,02-Central Business/Downtown,30,,,785,16-06-12
2589860,16-131039,0,Legacy Law Corporation ,Legacy Tax & Trust Lawyers ,Issued,16-01-19 15:15,16-12-31 0:00,Office,Barrister & Solicitor,510,Unit,609,GRANVILLE ST,Vancouver,BC,CAN,V7X1G5,02-Central Business/Downtown,8,49.28340053,-123.1177513,136,16-06-12
2590353,16-131532,0,David Anthony Crerar (David Crerar),,Issued,16-02-11 15:50,16-12-31 0:00,Office,Barrister & Solicitor,1200,Unit,200,BURRARD ST,Vancouver,BC,CAN,V7X 1T2 ,02-Central Business/Downtown,0,49.28729845,-123.1140124,136,16-06-12
2587601,16-128780,0,Moores The Suit People Inc ,Moores Clothing for Men ,Issued,16-03-21 14:15,16-12-31 0:00,Office,Advertising Agent,1560,Unit,200,BURRARD ST,Vancouver,BC,CAN,V7X 1T2,02-Central Business/Downtown,12,49.28729845,-123.1140124,176,16-06-12
2587946,16-129125,0,Doug G Copland (Doug Copland),,Issued,16-02-11 14:58,16-12-31 0:00,Office,Barrister & Solicitor,1200,Unit,200,Burrard St,Vancouver,BC,CAN,V7X 1T2,02-Central Business/Downtown,0,49.28729845,-123.1140124,136,16-06-12
2588234,16-129413,0,Brad W Dixon (Brad Dixon),,Issued,16-02-11 15:01,16-12-31 0:00,Office,Barrister & Solicitor,1200,Unit,200,Burrard St,Vancouver,BC,CAN,V7X 1T2,02-Central Business/Downtown,0,49.28729845,-123.1140124,136,16-06-12
2588260,16-129439,0,William K Mcnaughton (William Mcnaughton),,Issued,16-02-11 16:10,16-12-31 0:00,Office,Barrister & Solicitor,1200,Unit,200,Burrard St,Vancouver,BC,CAN,V7X 1T2,02-Central Business/Downtown,0,49.28729845,-123.1140124,136,16-06-12
2589455,16-130634,0,Dirk H Laudan (Dirk Laudan),Borden Ladner Gervais LLP ,Issued,16-02-11 15:55,16-12-31 0:00,Office,Barrister & Solicitor,1200,Unit,200,BURRARD ST,Vancouver,BC,CAN,V7X 1T2,02-Central Business/Downtown,0,49.28729845,-123.1140124,136,16-06-12
2589456,16-130635,0,Magnus C Verbrugge (Magnus Verbrugge),Borden Ladner Gervais LLP ,Issued,16-02-11 15:39,16-12-31 0:00,Office,Barrister & Solicitor,1200,Unit,200,BURRARD ST,Vancouver,BC,CAN,V7X 1T2,02-Central Business/Downtown,0,49.28729845,-123.1140124,136,16-06-12
2590480,16-131659,0,Mark Chartrand Law Corporation ,Borden Ladner Gervais LLP ,Gone Out of Business,,,Office,Barrister & Solicitor,1200,Unit,200,BURRARD ST,Vancouver,BC,CAN,V7X 1T2,02-Central Business/Downtown,0,49.28729845,-123.1140124,,16-06-12
2591637,16-132815,0,Graeme Daniel Martindale (Graeme Martindale),Borden Ladner Gervais LLP ,Issued,16-02-11 15:12,16-12-31 0:00,Office,Barrister & Solicitor,1200,Unit,200,BURRARD ST,Vancouver,BC,CAN,V7X 1T2,02-Central Business/Downtown,0,49.28729845,-123.1140124,136,16-06-12
2592195,16-133373,0,Randy Shaun Morphy (Randy Morphy),Borden Ladner Gervais LLP ,Issued,16-02-11 15:30,16-12-31 0:00,Office,Barrister & Solicitor,1200,Unit,200,BURRARD ST,Vancouver,BC,CAN,V7X 1T2,02-Central Business/Downtown,0,49.28729845,-123.1140124,136,16-06-12
2592196,16-133374,0,Serge Andras Jean Lakatos (Serge Lakatos),Borden Ladner Gervais LLP ,Issued,16-02-11 15:08,16-12-31 0:00,Office,Barrister & Solicitor,1200,Unit,200,BURRARD ST,Vancouver,BC,CAN,V7X 1T2,02-Central Business/Downtown,0,49.28729845,-123.1140124,136,16-06-12
2593772,16-134948,0,Martha Allison Martindale (Martha Martindale),,Issued,16-02-11 15:56,16-12-31 0:00,Office,Barrister & Solicitor,1200,Unit,200,BURRARD ST,Vancouver,BC,CAN,V7X 1T2,02-Central Business/Downtown,0,49.28729845,-123.1140124,136,16-06-12
2594492,16-135668,0,(Evan Cooke),Borden Ladner Gervais LLP ,Issued,16-02-11 15:46,16-12-31 0:00,Office,Barrister & Solicitor,1200,Unit,200,BURRARD ST,Vancouver,BC,CAN,V7X 1T2,02-Central Business/Downtown,1,49.28729845,-123.1140124,136,16-06-12
2595502,16-136677,0,Kimberly Lelsie Maguire (Kimberly Maguire),Borden Ladner Gervais LLP ,Issued,16-02-11 15:57,16-12-31 0:00,Office,Barrister & Solicitor,1200,Unit,200,BURRARD ST,Vancouver,BC,CAN,V7X 1T2,02-Central Business/Downtown,0,49.28729845,-123.1140124,136,16-06-12
