ID,Type,Month,Block
474,Theft From Auto Under $5000,01,10XX SW MARINE DR
475,Theft From Auto Under $5000,01,54XX OAK ST
476,Theft From Auto Under $5000,01,7XX W GEORGIA ST
477,Theft From Auto Under $5000,01,73XX BLAKE ST
478,Theft From Auto Under $5000,01,4XX E 53RD AV
479,Theft From Auto Under $5000,01,4XX SEYMOUR ST
480,Theft From Auto Under $5000,01,E 48TH AV / MCKINNON ST
481,Theft From Auto Under $5000,01,ASH ST / W 8TH AV
482,Theft From Auto Under $5000,01,58XX WALES ST
483,Theft From Auto Under $5000,01,13XX W 10TH AV
484,Theft From Auto Under $5000,01,MANITOBA ST / W 49TH AV
485,Theft From Auto Under $5000,01,45XX WALDEN ST
486,Theft From Auto Under $5000,01,12XX W GEORGIA ST
487,Theft From Auto Under $5000,01,88XX LAUREL ST
488,Theft From Auto Under $5000,01,HORNBY ST / PACIFIC ST
489,Theft From Auto Under $5000,01,37XX INVERNESS ST
490,Theft From Auto Under $5000,01,58XX FRASER ST
491,Theft From Auto Under $5000,01,2XX POWELL ST
492,Theft From Auto Under $5000,01,10XX BEACH AV
493,Theft From Auto Under $5000,01,3XX HEATLEY AV
494,Theft From Auto Under $5000,01,E 53RD AV / PRINCE EDWARD ST
495,Theft From Auto Under $5000,01,BURRARD ST / SMITHE ST
496,Theft From Auto Under $5000,01,8XX W 61ST AV
497,Theft From Auto Under $5000,01,21XX FRASERVIEW DR
498,Theft From Auto Under $5000,01,13XX KINGSWAY AV
499,Theft From Auto Under $5000,01,9XX DRAKE ST
500,Theft From Auto Under $5000,01,9XX W 16TH AV
501,Theft From Auto Under $5000,01,12XX PACIFIC ST
502,Theft From Auto Under $5000,01,1XX W 20TH AV
503,Theft From Auto Under $5000,01,9XX W 16TH AV
504,Theft From Auto Under $5000,01,11XX W 43RD AV
505,Theft From Auto Under $5000,01,13XX W 12TH AV
506,Theft From Auto Under $5000,01,ALBERTA ST / W 16TH AV
507,Theft From Auto Under $5000,01,7XX HELMCKEN ST
508,Theft From Auto Under $5000,01,14XX W 6TH AV
509,Theft From Auto Under $5000,01,BUTE ST / ROBSON ST
510,Theft From Auto Under $5000,01,63XX CYPRESS ST
511,Theft From Auto Under $5000,01,7XX GRANVILLE ST
512,Theft From Auto Under $5000,01,55XX STAMFORD ST
513,Theft From Auto Under $5000,01,THURLOW ST / W PENDER ST
514,Theft From Auto Under $5000,01,9XX W 16TH AV
515,Theft From Auto Under $5000,01,HOMER ST / W GEORGIA ST
516,Theft From Auto Under $5000,01,7XX W 60TH AV
517,Theft From Auto Under $5000,01,16XX JOHNSTON ST
518,Theft From Auto Under $5000,01,W 14TH AV / YUKON ST
519,Theft From Auto Under $5000,01,10XX THURLOW ST
520,Theft From Auto Under $5000,01,1XX W 48TH AV
521,Theft From Auto Under $5000,01,16XX RENFREW ST
522,Theft From Auto Under $5000,01,E 33RD AV / VICTORIA DR
523,Theft From Auto Under $5000,01,E 33RD AV / VICTORIA DR
524,Theft From Auto Under $5000,01,10XX RICHARDS ST
525,Theft From Auto Under $5000,01,E HASTINGS ST / RENFREW ST
526,Theft From Auto Under $5000,01,61XX GLENDALOUGH PL
527,Theft From Auto Under $5000,01,7XX BEATTY ST
528,Theft From Auto Under $5000,01,13XX HARO ST
529,Theft From Auto Under $5000,01,11XX E 33RD AV
530,Theft From Auto Under $5000,01,7XX W 62ND AV
531,Theft From Auto Under $5000,01,8XX E 52ND AV
532,Theft From Auto Under $5000,01,RICHARDS ST / ROBSON ST
533,Theft From Auto Under $5000,01,43XX LOCARNO CRES
534,Theft From Auto Under $5000,01,27XX MAIN ST
535,Theft From Auto Under $5000,01,1XX KEEFER ST
536,Theft From Auto Under $5000,01,56XX EARLES ST
537,Theft From Auto Under $5000,01,9XX W 41ST AV
538,Theft From Auto Under $5000,01,17XX E 49TH AV
539,Theft From Auto Under $5000,01,14XX ROBSON ST
540,Theft From Auto Under $5000,01,45XX VICTORIA DR
541,Theft From Auto Under $5000,01,47XX GOTHARD ST
542,Theft From Auto Under $5000,01,50XX CHATHAM ST
543,Theft From Auto Under $5000,01,E 45TH AV / FRASER ST
544,Theft From Auto Under $5000,01,E 31ST AV / ROSS ST
545,Theft From Auto Under $5000,01,82XX CROMPTON ST
546,Theft From Auto Under $5000,01,37XX W 26TH AV
547,Theft From Auto Under $5000,01,45XX W 5TH AV
548,Theft From Auto Under $5000,01,8XX HAMILTON ST
549,Theft From Auto Under $5000,01,21XX STANLEY PARK DR
550,Theft From Auto Under $5000,01,7XX W 27TH AV
551,Theft From Auto Under $5000,01,SEYMOUR ST / W GEORGIA ST
552,Theft From Auto Under $5000,01,17XX E 12TH AV
553,Theft From Auto Under $5000,01,23XX E 40TH AV
554,Theft From Auto Under $5000,01,19XX MAIN ST
555,Theft From Auto Under $5000,01,18XX W 1ST AV
556,Theft From Auto Under $5000,01,63XX FRASER ST
557,Theft From Auto Under $5000,01,16XX CHESTNUT ST
558,Theft From Auto Under $5000,01,23XX DUNDAS ST
559,Theft From Auto Under $5000,01,1XX W GEORGIA ST
560,Theft From Auto Under $5000,01,19XX W 12TH AV
561,Theft From Auto Under $5000,01,12XX W GEORGIA ST
562,Theft From Auto Under $5000,01,7XX W 7TH AV
563,Theft From Auto Under $5000,01,KING EDWARD AV / VINE ST
564,Theft From Auto Under $5000,01,8XX AVISON WAY
565,Theft From Auto Under $5000,01,13XX KINGSWAY AV
566,Theft From Auto Under $5000,01,53XX OBEN ST
567,Theft From Auto Under $5000,01,53XX OBEN ST
568,Theft From Auto Under $5000,01,5XX ABBOTT ST
569,Theft From Auto Under $5000,01,BURRARD ST / ROBSON ST
570,Theft From Auto Under $5000,01,RICHARDS ST / W GEORGIA ST
571,Theft From Auto Under $5000,01,6XX RUPERT ST
572,Theft From Auto Under $5000,01,RICHARDS ST / ROBSON ST
573,Theft From Auto Under $5000,01,5XX RICHARDS ST
574,Theft From Auto Under $5000,01,COLUMBIA ST / E HASTINGS ST
575,Theft From Auto Under $5000,01,16XX W 1ST AV
576,Theft From Auto Under $5000,01,5XX RICHARDS ST
577,Theft From Auto Under $5000,01,27XX VICTORIA DR
578,Theft From Auto Under $5000,01,GRANVILLE ST / SMITHE ST
579,Theft From Auto Under $5000,01,29XX E 43RD AV
580,Theft From Auto Under $5000,01,22XX W 8TH AV
581,Theft From Auto Under $5000,01,32XX STANLEY PARK DR
582,Theft From Auto Under $5000,01,25XX W BROADWAY AV
583,Theft From Auto Under $5000,01,COLUMBIA ST / E CORDOVA ST
584,Theft From Auto Under $5000,01,11XX E 18TH AV
585,Theft From Auto Under $5000,01,4XX RAYMUR AV
586,Theft From Auto Under $5000,01,42XX PERRY ST
587,Theft From Auto Under $5000,01,OAK ST / W 37TH AV
588,Theft From Auto Under $5000,01,10XX W 46TH AV
589,Theft From Auto Under $5000,01,E 53RD AV / ST GEORGE ST
590,Theft From Auto Under $5000,01,10XX W 46TH AV
591,Theft From Auto Under $5000,01,53XX EAST BLVD
592,Theft From Auto Under $5000,01,10XX W 46TH AV
593,Theft From Auto Under $5000,01,54XX CULLODEN ST
594,Theft From Auto Under $5000,01,22XX E 40TH AV
595,Theft From Auto Under $5000,01,12XX W GEORGIA ST
596,Theft From Auto Under $5000,01,20XX E 30TH AV
597,Theft From Auto Under $5000,01,27XX VICTORIA DR
598,Theft From Auto Under $5000,01,54XX CULLODEN ST
599,Theft From Auto Under $5000,01,1XX E 47TH AV
600,Theft From Auto Under $5000,01,44XX W 8TH AV
601,Theft From Auto Under $5000,01,10XX PACIFIC ST
602,Theft From Auto Under $5000,01,10XX SW MARINE DR
603,Theft From Auto Under $5000,01,11XX W HASTINGS ST
604,Theft From Auto Under $5000,01,30XX GRANDVIEW HWY
605,Theft From Auto Under $5000,01,5XX RICHARDS ST
606,Theft From Auto Under $5000,01,4XX CAMPBELL AV
607,Theft From Auto Under $5000,01,43XX W 8TH AV
608,Theft From Auto Under $5000,01,77XX FRENCH ST
609,Theft From Auto Under $5000,01,35XX WELWYN ST
610,Theft From Auto Under $5000,01,18XX CORNWALL AV
611,Theft From Auto Under $5000,01,4XX RAYMUR AV
612,Theft From Auto Under $5000,01,72XX INVERNESS ST
613,Theft From Auto Under $5000,01,65XX FREMLIN ST
614,Theft From Auto Under $5000,01,9XX W GEORGIA ST
615,Theft From Auto Under $5000,01,30XX WILLOW ST
616,Theft From Auto Under $5000,01,12XX BURNABY ST
617,Theft From Auto Under $5000,01,12XX ROBSON ST
618,Theft From Auto Under $5000,01,5XX W PENDER ST
619,Theft From Auto Under $5000,01,35XX WELWYN ST
620,Theft From Auto Under $5000,01,13XX ROBSON ST
621,Theft From Auto Under $5000,01,12XX W 14TH AV
622,Theft From Auto Under $5000,01,12XX W 14TH AV
623,Theft From Auto Under $5000,01,12XX W 14TH AV
624,Theft From Auto Under $5000,01,ARBUTUS DVRS / ARBUTUS ST
625,Theft From Auto Under $5000,01,FIR ST / W BROADWAY AV
626,Theft From Auto Under $5000,01,4XX STANLEY PARK DR
627,Theft From Auto Under $5000,01,3XX W 8TH AV
628,Theft From Auto Under $5000,01,1XX E 3RD AV
629,Theft From Auto Under $5000,01,12XX W 14TH AV
630,Theft From Auto Under $5000,01,12XX W 14TH AV
631,Theft From Auto Under $5000,01,16XX E HASTINGS ST
632,Theft From Auto Under $5000,01,70XX WERKS DR
633,Theft From Auto Under $5000,01,23XX BONACCORD DR
634,Theft From Auto Under $5000,01,BAYSWATER ST / W 3RD AV
635,Theft From Auto Under $5000,01,44XX BEATRICE ST
636,Theft From Auto Under $5000,01,11XX PACIFIC ST
637,Theft From Auto Under $5000,01,RICHARDS ST / W GEORGIA ST
638,Theft From Auto Under $5000,01,24XX BONACCORD DR
639,Theft From Auto Under $5000,01,13XX BIRCH WALK
640,Theft From Auto Under $5000,01,76XX HUDSON ST
641,Theft From Auto Under $5000,01,75XX MAIN ST
642,Theft From Auto Under $5000,01,HOMER ST / SMITHE ST
643,Theft From Auto Under $5000,01,OAK ST / W 59TH AV
644,Theft From Auto Under $5000,01,21XX YORK AV
645,Theft From Auto Under $5000,01,44XX W 10TH AV
646,Theft From Auto Under $5000,01,12XX LAMEYS MILL RD
647,Theft From Auto Under $5000,01,13XX W 54TH AV
648,Theft From Auto Under $5000,01,25XX W BROADWAY AV
649,Theft From Auto Under $5000,01,14XX W 64TH AV
650,Theft From Auto Under $5000,01,25XX E 19TH AV
651,Theft From Auto Under $5000,01,PANDORA ST / PENTICTON ST
652,Theft From Auto Under $5000,01,31XX E 54TH AV
653,Theft From Auto Under $5000,01,7XX BURRARD ST
654,Theft From Auto Under $5000,01,16XX W 15TH AV
655,Theft From Auto Under $5000,01,5XX RICHARDS ST
656,Theft From Auto Under $5000,01,13XX W 49TH AV
657,Theft From Auto Under $5000,01,3XX W 8TH AV
658,Theft From Auto Under $5000,01,5XX BEATTY ST
659,Theft From Auto Under $5000,01,27XX E 29TH AV
660,Theft From Auto Under $5000,01,18XX SPYGLASS PL
661,Theft From Auto Under $5000,01,44XX W 10TH AV
662,Theft From Auto Under $5000,01,44XX W 10TH AV
663,Theft From Auto Under $5000,01,7XX W 48TH AV
664,Theft From Auto Under $5000,01,13XX W 49TH AV
665,Theft From Auto Under $5000,01,21XX E HASTINGS ST
666,Theft From Auto Under $5000,01,KINGSWAY AV / KNIGHT ST
667,Theft From Auto Under $5000,01,10XX E 20TH AV
668,Theft From Auto Under $5000,01,8XX BURRARD ST
669,Theft From Auto Under $5000,01,12XX PENDRELL ST
670,Theft From Auto Under $5000,01,DUNSMUIR ST / RICHARDS ST
671,Theft From Auto Under $5000,01,3XX W GEORGIA ST
672,Theft From Auto Under $5000,01,18XX E 61ST AV
673,Theft From Auto Under $5000,01,21XX W 41ST AV
674,Theft From Auto Under $5000,01,7XX W GEORGIA ST
675,Theft From Auto Under $5000,01,LEG IN BOOT SQ / MARKET HILL
676,Theft From Auto Under $5000,01,8XX AVISON WAY
677,Theft From Auto Under $5000,01,8XX HAMILTON ST
678,Theft From Auto Under $5000,01,36XX TRINITY ST
679,Theft From Auto Under $5000,01,10XX HOMER ST
680,Theft From Auto Under $5000,01,20XX W 36TH AV
681,Theft From Auto Under $5000,01,52XX CAMBIE ST
682,Theft From Auto Under $5000,01,2XX E PENDER ST
683,Theft From Auto Under $5000,01,15XX W 3RD AV
684,Theft From Auto Under $5000,01,9XX E 16TH AV
685,Theft From Auto Under $5000,01,8XX E 55TH AV
686,Theft From Auto Under $5000,01,18XX UPLAND DR
687,Theft From Auto Under $5000,01,ONTARIO ST / W 12TH AV
688,Theft From Auto Under $5000,01,7XX E 21ST AV
689,Theft From Auto Under $5000,01,BUTE ST / ROBSON ST
690,Theft From Auto Under $5000,01,11XX W HASTINGS ST
691,Theft From Auto Under $5000,01,DUNSMUIR ST / RICHARDS ST
692,Theft From Auto Under $5000,01,CLARK DR / E BROADWAY AV
693,Theft From Auto Under $5000,01,1XX W PENDER ST
694,Theft From Auto Under $5000,01,10XX BEACH AV
695,Theft From Auto Under $5000,01,9XX KINGSWAY AV
696,Theft From Auto Under $5000,01,E CORDOVA ST / MAIN ST
697,Theft From Auto Under $5000,01,7XX ROBSON ST
698,Theft From Auto Under $5000,01,4XX UNION ST
699,Theft From Auto Under $5000,01,29XX FRASER ST
700,Theft From Auto Under $5000,01,1XX W GEORGIA ST
701,Theft From Auto Under $5000,01,10XX BEACH AV
702,Theft From Auto Under $5000,01,10XX BEACH AV
703,Theft From Auto Under $5000,01,5XX RICHARDS ST
704,Theft From Auto Under $5000,01,16XX ADANAC ST
705,Theft From Auto Under $5000,01,12XX BIDWELL ST
706,Theft From Auto Under $5000,01,89XX OAK ST
707,Theft From Auto Under $5000,01,32XX E 54TH AV
708,Theft From Auto Under $5000,01,13XX W 71ST AV
709,Theft From Auto Under $5000,01,26XX E 22ND AV
710,Theft From Auto Under $5000,01,16XX HARO ST
711,Theft From Auto Under $5000,01,16XX E 34TH AV
712,Theft From Auto Under $5000,01,16XX E 36TH AV
713,Theft From Auto Under $5000,01,7XX W 60TH AV
714,Theft From Auto Under $5000,01,69XX LANARK ST
715,Theft From Auto Under $5000,01,VALLEY DR / W 30TH AV
716,Theft From Auto Under $5000,01,5XX COMMERCIAL DR
717,Theft From Auto Under $5000,01,16XX BAYSHORE DR
718,Theft From Auto Under $5000,01,24XX ST LAWRENCE ST
719,Theft From Auto Under $5000,01,6XX CITADEL PRDE
720,Theft From Auto Under $5000,01,8XX AVISON WAY
721,Theft From Auto Under $5000,01,5XX W 60TH AV
722,Theft From Auto Under $5000,01,21XX W 42ND AV
723,Theft From Auto Under $5000,01,57XX OAK ST
724,Theft From Auto Under $5000,01,3XX MENCHIONS MEWS
725,Theft From Auto Under $5000,01,45XX ARBUTUS ST
726,Theft From Auto Under $5000,01,14XX ROBSON ST
727,Theft From Auto Under $5000,01,13XX E 20TH AV
728,Theft From Auto Under $5000,01,PORTER ST / VICTORIA DR
729,Theft From Auto Under $5000,01,24XX E 33RD AV
730,Theft From Auto Under $5000,01,44XX SLOCAN ST
731,Theft From Auto Under $5000,01,6XX PRIOR ST
732,Theft From Auto Under $5000,01,1XX E CORDOVA ST
733,Theft From Auto Under $5000,01,15XX W 57TH AV
734,Theft From Auto Under $5000,01,25XX TOLMIE ST
735,Theft From Auto Under $5000,01,E 22ND AV / KNIGHT ST
736,Theft From Auto Under $5000,01,14XX E KING EDWARD AV
737,Theft From Auto Under $5000,01,48XX ARGYLE ST
738,Theft From Auto Under $5000,01,36XX COMMERCIAL ST
739,Theft From Auto Under $5000,01,LAUREL ST / W 10TH AV
740,Theft From Auto Under $5000,01,8XX BUTE ST
741,Theft From Auto Under $5000,01,20XX TRIUMPH ST
742,Theft From Auto Under $5000,01,KINGSWAY AV / VICTORIA DR
743,Theft From Auto Under $5000,01,14XX BARCLAY ST
744,Theft From Auto Under $5000,01,13XX E 17TH AV
745,Theft From Auto Under $5000,01,20XX TRIUMPH ST
746,Theft From Auto Under $5000,01,36XX COMMERCIAL ST
747,Theft From Auto Under $5000,01,14XX W BROADWAY AV
748,Theft From Auto Under $5000,01,13XX E 8TH AV
749,Theft From Auto Under $5000,01,20XX W 1ST AV
750,Theft From Auto Under $5000,01,RICHARDS ST / W PENDER ST
751,Theft From Auto Under $5000,01,8XX E 57TH AV
752,Theft From Auto Under $5000,01,5XX RICHARDS ST
753,Theft From Auto Under $5000,01,12XX W GEORGIA ST
754,Theft From Auto Under $5000,01,10XX COMOX ST
755,Theft From Auto Under $5000,01,26XX WAVERLEY AV
756,Theft From Auto Under $5000,01,4XX E 48TH AV
757,Theft From Auto Under $5000,02,56XX COLLEGE ST
758,Theft From Auto Under $5000,02,6XX W 10TH AV
759,Theft From Auto Under $5000,02,5XX RICHARDS ST
760,Theft From Auto Under $5000,02,17XX E 12TH AV
761,Theft From Auto Under $5000,02,53XX ARGYLE ST
762,Theft From Auto Under $5000,02,56XX RHODES ST
763,Theft From Auto Under $5000,02,32XX AUSTREY AV
764,Theft From Auto Under $5000,02,29XX W 4TH AV
765,Theft From Auto Under $5000,02,11XX BURNABY ST
766,Theft From Auto Under $5000,02,21XX SASAMAT ST
767,Theft From Auto Under $5000,02,10XX STATION ST
768,Theft From Auto Under $5000,02,6XX E 17TH AV
769,Theft From Auto Under $5000,02,E 45TH AV / KERR ST
770,Theft From Auto Under $5000,02,50XX MANOR ST
771,Theft From Auto Under $5000,02,12XX W GEORGIA ST
772,Theft From Auto Under $5000,02,13XX JERVIS ST
773,Theft From Auto Under $5000,02,52XX RHODES ST
774,Theft From Auto Under $5000,02,17XX E 35TH AV
775,Theft From Auto Under $5000,02,65XX FRASER ST
776,Theft From Auto Under $5000,02,25XX E 43RD AV
777,Theft From Auto Under $5000,02,13XX HARO ST
778,Theft From Auto Under $5000,02,12XX MELVILLE ST
779,Theft From Auto Under $5000,02,7XX SEYMOUR ST
780,Theft From Auto Under $5000,02,10XX W GEORGIA ST
781,Theft From Auto Under $5000,02,13XX E 2ND AV
782,Theft From Auto Under $5000,02,7XX E 45TH AV
783,Theft From Auto Under $5000,02,5XX BEATTY ST
784,Theft From Auto Under $5000,02,5XX BEATTY ST
785,Theft From Auto Under $5000,02,9XX W BROADWAY AV
786,Theft From Auto Under $5000,02,14XX E 17TH AV
787,Theft From Auto Under $5000,02,QUEBEC ST / UNION ST
788,Theft From Auto Under $5000,02,42XX SLOCAN ST
789,Theft From Auto Under $5000,02,42XX NANAIMO ST
790,Theft From Auto Under $5000,02,13XX E 14TH AV
791,Theft From Auto Under $5000,02,5XX E GEORGIA ST
792,Theft From Auto Under $5000,02,10XX W 7TH AV
793,Theft From Auto Under $5000,02,21XX E 45TH AV
794,Theft From Auto Under $5000,02,17XX E PENDER ST
795,Theft From Auto Under $5000,02,10XX BROUGHTON ST
796,Theft From Auto Under $5000,02,4XX W 59TH AV
797,Theft From Auto Under $5000,02,28XX WOODLAND DR
798,Theft From Auto Under $5000,02,55XX RHODES ST
799,Theft From Auto Under $5000,02,12XX GRANVILLE ST
800,Theft From Auto Under $5000,02,35XX CROWLEY DR
801,Theft From Auto Under $5000,02,7XX CAMBIE ST
802,Theft From Auto Under $5000,02,21XX W 4TH AV
803,Theft From Auto Under $5000,02,13XX COMOX ST
804,Theft From Auto Under $5000,02,24XX E 29TH AV
805,Theft From Auto Under $5000,02,1XX W 12TH AV
806,Theft From Auto Under $5000,02,1XX W 49TH AV
807,Theft From Auto Under $5000,02,26XX ASH ST
808,Theft From Auto Under $5000,02,12XX W HASTINGS ST
809,Theft From Auto Under $5000,02,11XX W HASTINGS ST
810,Theft From Auto Under $5000,02,4XX HORNBY ST
811,Theft From Auto Under $5000,02,MAPLE ST / W 4TH AV
812,Theft From Auto Under $5000,02,10XX SEYMOUR ST
813,Theft From Auto Under $5000,02,5XX W 12TH AV
814,Theft From Auto Under $5000,02,10XX SEYMOUR ST
815,Theft From Auto Under $5000,02,10XX SEYMOUR ST
816,Theft From Auto Under $5000,02,10XX SEYMOUR ST
817,Theft From Auto Under $5000,02,6XX W 41ST AV
818,Theft From Auto Under $5000,02,12XX W GEORGIA ST
819,Theft From Auto Under $5000,02,7XX W GEORGIA ST
820,Theft From Auto Under $5000,02,4XX SEYMOUR ST
821,Theft From Auto Under $5000,02,32XX KINGSWAY AV
822,Theft From Auto Under $5000,02,35XX DUMFRIES ST
823,Theft From Auto Under $5000,02,8XX E 10TH AV
824,Theft From Auto Under $5000,02,E PENDER ST / MAIN ST
825,Theft From Auto Under $5000,02,BALSAM ST / W 3RD AV
826,Theft From Auto Under $5000,02,14XX VICTORIA DR
827,Theft From Auto Under $5000,02,12XX ALBERNI ST
828,Theft From Auto Under $5000,02,4XX HOWE ST
829,Theft From Auto Under $5000,02,6XX W 41ST AV
830,Theft From Auto Under $5000,02,10XX HARO ST
831,Theft From Auto Under $5000,02,22XX E 50TH AV
832,Theft From Auto Under $5000,02,4XX W 40TH AV
833,Theft From Auto Under $5000,02,6XX W 41ST AV
834,Theft From Auto Under $5000,02,6XX W 41ST AV
835,Theft From Auto Under $5000,02,7XX W 57TH AV
836,Theft From Auto Under $5000,02,6XX GRANVILLE ST
837,Theft From Auto Under $5000,02,E 20TH AV / INVERNESS ST
838,Theft From Auto Under $5000,02,10XX HARO ST
839,Theft From Auto Under $5000,02,16XX PENDRELL ST
840,Theft From Auto Under $5000,02,52XX ST CATHERINES ST
841,Theft From Auto Under $5000,02,17XX W 62ND AV
842,Theft From Auto Under $5000,02,17XX E 13TH AV
843,Theft From Auto Under $5000,02,85XX OSLER ST
844,Theft From Auto Under $5000,02,31XX E 2ND AV
845,Theft From Auto Under $5000,02,E CORDOVA ST / MAIN ST
846,Theft From Auto Under $5000,02,13XX KINGSWAY AV
847,Theft From Auto Under $5000,02,BUTE ST / ROBSON ST
848,Theft From Auto Under $5000,02,VERNON DR / WILLIAM ST
849,Theft From Auto Under $5000,02,14XX E 28TH AV
850,Theft From Auto Under $5000,02,18XX TRIUMPH ST
851,Theft From Auto Under $5000,02,1XX E PENDER ST
852,Theft From Auto Under $5000,02,MAIN ST / TERMINAL AV
853,Theft From Auto Under $5000,02,13XX SEYMOUR ST
854,Theft From Auto Under $5000,02,13XX E 21ST AV
855,Theft From Auto Under $5000,02,1XX W 49TH AV
856,Theft From Auto Under $5000,02,28XX E 5TH AV
857,Theft From Auto Under $5000,02,29XX E 54TH AV
858,Theft From Auto Under $5000,02,4XX E 60TH AV
859,Theft From Auto Under $5000,02,5XX W PENDER ST
860,Theft From Auto Under $5000,02,4XX SEYMOUR ST
861,Theft From Auto Under $5000,02,13XX NELSON ST
862,Theft From Auto Under $5000,02,10XX E 21ST AV
863,Theft From Auto Under $5000,02,9XX CAMBIE ST
864,Theft From Auto Under $5000,02,1XX WATER ST
865,Theft From Auto Under $5000,02,CLARK DR / E 20TH AV
866,Theft From Auto Under $5000,02,9XX CANADA PL
867,Theft From Auto Under $5000,02,15XX W 10TH AV
868,Theft From Auto Under $5000,02,11XX W HASTINGS ST
869,Theft From Auto Under $5000,02,14XX BURNABY ST
870,Theft From Auto Under $5000,02,10XX HARWOOD ST
871,Theft From Auto Under $5000,02,5XX HORNBY ST
872,Theft From Auto Under $5000,02,3XX E 6TH AV
873,Theft From Auto Under $5000,02,3XX E 6TH AV
